district,period,acp_accounts__acp_agri_ac,acp_accounts__acp_agri_amt,acp_accounts__acp_me_ac,acp_accounts__acp_me_amt,acp_accounts__acp_mse_ac,acp_accounts__acp_mse_amt,acp_accounts__acp_msme_ac,acp_accounts__acp_msme_amt,acp_accounts__acp_ops_ac,acp_accounts__acp_ops_amt,acp_accounts__acp_total_ps_ac,acp_accounts__acp_total_ps_amt,acp_accounts__acp_weaker_section_ac,acp_agriculture__acp_agri_infra_ac,acp_agriculture__acp_agri_infra_amt,acp_agriculture__acp_ancillary_ac,acp_agriculture__acp_ancillary_amt,acp_agriculture__acp_crop_ac,acp_agriculture__acp_crop_amt,acp_agriculture__acp_farm_credit_ac,acp_agriculture__acp_farm_credit_amt,acp_agriculture__acp_kcc_wc_ac,acp_agriculture__acp_kcc_wc_amt,acp_agriculture__acp_tl_ac,acp_agriculture__acp_tl_amt,acp_agriculture__acp_total_agri_ac,acp_msme__acp_medium_ac,acp_msme__acp_medium_amt,acp_msme__acp_micro_ac,acp_msme__acp_micro_amt,acp_msme__acp_msme_others_ac,acp_msme__acp_msme_others_amt,acp_msme__acp_small_ac,acp_msme__acp_small_amt,acp_msme__acp_total_msme_ac,acp_msme__acp_total_msme_amt,acp_other_priority__acp_education_ac,acp_other_priority__acp_education_amt,acp_other_priority__acp_export_ac,acp_other_priority__acp_export_amt,acp_other_priority__acp_housing_ac,acp_other_priority__acp_housing_amt,acp_other_priority__acp_others_ac,acp_other_priority__acp_others_amt,acp_other_priority__acp_renewable_ac,acp_other_priority__acp_renewable_amt,acp_other_priority__acp_social_infra_ac,acp_other_priority__acp_social_infra_amt,acp_other_priority__acp_total_ops_ac,acp_summary__acp_agri_achievement,acp_summary__acp_agri_pct,acp_summary__acp_agri_target,acp_summary__acp_me_achievement,acp_summary__acp_me_pct,acp_summary__acp_me_target,acp_summary__acp_mse_achievement,acp_summary__acp_mse_pct,acp_summary__acp_mse_target,acp_summary__acp_msme_achievement,acp_summary__acp_msme_pct,acp_summary__acp_msme_target,acp_summary__acp_ops_achievement,acp_summary__acp_ops_pct,acp_summary__acp_ops_target,acp_summary__acp_total_ps_achievement,acp_summary__acp_total_ps_pct,acp_summary__acp_total_ps_target,ambedkar_scheme__ambedkar_ach_pct,ambedkar_scheme__ambedkar_app_forwarded,ambedkar_scheme__ambedkar_disbursed,ambedkar_scheme__ambedkar_pending_gt14d,ambedkar_scheme__ambedkar_pending_gt30d,ambedkar_scheme__ambedkar_pending_gt90d,ambedkar_scheme__ambedkar_sanctioned,ambedkar_scheme__ambedkar_targets,ambedkar_scheme__ambedkar_total_pending,apy__apy_annual_target,apy__apy_branches,apy__apy_cumulative,apy__apy_current_fy_achievement,apy__apy_target_pct,credit_deposit_ratio__overall_cd_ratio,credit_deposit_ratio__total_advances,credit_deposit_ratio__total_deposit,jan_suraksha__jan_suraksha_pmjjby,jan_suraksha__jan_suraksha_pmsby,jan_suraksha__jan_suraksha_total,mnsupy__mnsupy_ach_pct,mnsupy__mnsupy_approved,mnsupy__mnsupy_disbursed,mnsupy__mnsupy_forwarded,mnsupy__mnsupy_pending,mnsupy__mnsupy_pending_gt14d,mnsupy__mnsupy_pending_gt30d,mnsupy__mnsupy_pending_gt90d,mnsupy__mnsupy_rejected,mnsupy__mnsupy_sanctioned,mnsupy__mnsupy_subsidy,mnsupy__mnsupy_targets,mnsupy__mnsupy_total_pending,non_priority_sector__nps_agri_ac,non_priority_sector__nps_agri_amt,non_priority_sector__nps_education_ac,non_priority_sector__nps_education_amt,non_priority_sector__nps_housing_ac,non_priority_sector__nps_housing_amt,non_priority_sector__nps_others_ac,non_priority_sector__nps_others_amt,non_priority_sector__nps_personal_ac,non_priority_sector__nps_personal_amt,non_priority_sector__nps_total_ac,non_priority_sector__nps_total_amt,nrlm__nrlm_app_forwarded,nrlm__nrlm_disbursed,nrlm__nrlm_pending_gt14d,nrlm__nrlm_pending_gt30d,nrlm__nrlm_pending_gt90d,nrlm__nrlm_sanctioned,nrlm__nrlm_targets,nrlm__nrlm_total_pending,nwr_pledge__nwr_disbursement_amt,nwr_pledge__nwr_disbursement_no,nwr_pledge__nwr_outstanding_amt,nwr_pledge__nwr_outstanding_no,pmajay__pmajay_app_forwarded,pmajay__pmajay_disbursed,pmajay__pmajay_pending_gt14d,pmajay__pmajay_pending_gt30d,pmajay__pmajay_pending_gt90d,pmajay__pmajay_sanctioned,pmajay__pmajay_targets,pmajay__pmajay_total_pending,pmegp__pmegp_forwarded_amt,pmegp__pmegp_forwarded_no,pmegp__pmegp_forwarded_to_bank,pmegp__pmegp_mm_claimed_amt,pmegp__pmegp_mm_claimed_no,pmegp__pmegp_mm_disbursed_amt,pmegp__pmegp_mm_disbursed_no,pmegp__pmegp_pending_amt,pmegp__pmegp_pending_no,pmegp__pmegp_returned,pmegp__pmegp_returned_amt,pmegp__pmegp_returned_no,pmegp__pmegp_sanctioned_amt,pmegp__pmegp_sanctioned_mm,pmegp__pmegp_sanctioned_no,pmjdy__pmjdy_aadhaar_pct,pmjdy__pmjdy_aadhaar_seeded,pmjdy__pmjdy_rupay_issued,pmjdy__pmjdy_rupay_pct,pmjdy__pmjdy_rural_ac,pmjdy__pmjdy_total_ac,pmjdy__pmjdy_total_deposit,pmjdy__pmjdy_urban_ac,pmjdy__pmjdy_zero_balance,pmjdy__pmjdy_zero_balance_pct,rseti__rseti_bank_finance,rseti__rseti_candidates_trained,rseti__rseti_credit_linkage_pct,rseti__rseti_progs_conducted,rseti__rseti_self_employment,rseti__rseti_self_finance,rseti__rseti_settled,rseti__rseti_settled_pct,rseti__rseti_target_candidates,rseti__rseti_target_progs,rseti__rseti_wage_employment,vishwakarma__vishwakarma_avg_forward_pct,vishwakarma__vishwakarma_disbursed,vishwakarma__vishwakarma_forwarded_fi,vishwakarma__vishwakarma_pending_fi,vishwakarma__vishwakarma_recd_dic,vishwakarma__vishwakarma_sanctioned,vishwakarma__vishwakarma_target_amt
Udaipur,September 2025,88795,112168,1360,182051,21780,663131,23140,845182,8200,25180,120135,982530,78090,128,1129,950,25572,42988,35806,87717,85467,4615,4910,40114,44751,88795,719,179839,19662,332500,641,2212,2118,330631,23140,845182,689,1886,1,2,3061,15198,3644,4357,804,3720,1,17,8200,112166.36,44.42,252520,182050.71,70.8,257140,663130.85,77.11,860032,845181.56,75.65,1117172,25180.24,58.77,42843,982528.16,69.56,1412535,1000.0,130,152,31,110,0.09,10,117,11,28345,332,152566,12045,42.0,74.01,3675560,4966208,541992,1132873,1674865,40.0,,3,58,,5,31,93,,6,,15,129,179,2224,367,3131,3767,71584,81223,914911,10720,53933,96256,1045783,2421,2191,115,72,0,2191,5407,204,0,0,0,0,456,360,0,61,0,360,300,62,416.47,68,,501.25,63,247.61,45,293.21,48,,35.89,9,122.15,,15,92.91,1612081,1168343,67.34,1562612,1735045,10363902116.23,172433,193623,11.16,151,503,55.0,19,258,107,276,51.0,1150,40,18,,,,,,,
Ajmer,December 2025,236959,427517,1581,98196,29672,663401,31253,761597,15654,37574,283866,1226688,197901,114,1100,1158,48804,169364,257760,235687,377613,14480,32229,51843,87624,236959,329,96059,27614,415464,1252,2137,2058,247937,31253,761597,686,1452,2,265,5297,23117,8171,7365,1490,5372,8,3,15654,427516.8,74.44,574340,96059.19,72.83,131900,663401.1,93.64,708450,761596.86,90.63,840350,37573.38,103.48,36310,1226687.04,84.54,1451000,53.0,47,11,0,3,62,16,30,65,26260,306,132296,12583,48.0,74.62,2871988,3848770,656128,1240963,1897091,27.0,4,1,65,41,,,,20,,0,15,,704,8793,109,1258,3763,75034,76804,408638,15294,64926,96674,558649,2164,2004,120,0,0,2004,3336,140,800,2,29.05,6,66,0,0,0,65,1,60,65,,,118,1538.91,140,493.45,56,254.02,37,38,,,,639.9,55,92.97,1221246,1096505,83.47,754066,1313623,8783905133.31,559557,106344,8.1,364,676,63.0,23,576,212,576,85.0,1150,33,0,65.0,1,47,45,72,2,560
Alwar,December 2025,171268,293162,726,46957,23357,315157,24083,362114,9459,30198,204810,685474,152707,122,1073,1009,41265,122299,177390,170137,250824,11178,18340,36660,55094,171268,159,45967,22503,217123,567,990,854,98034,24083,362114,477,884,0,0,2847,17082,5304,2454,820,7641,11,2137,9459,293161.36,64.18,456800.46,45966.66,61.29,75000,315157.27,96.32,327200,362113.76,90.03,402200,30197.63,68.01,44400,685472.75,75.88,903400.46,58.0,173,22,9,4,114,39,67,127,20480,237,129384,16780,82.0,86.04,1772737,2060285,614882,1585154,2200036,113.0,17,4,96,46,,,,33,,3,15,,265,1183,69,1029,2183,50665,52673,194976,9817,53443,65007,301296,3345,2976,177,0,0,2976,3194,177,0,0,0,0,46,16,0,10,20,16,40,30,,,103,312.65,47,221.31,30,119.82,27,35,,,,191.66,44,93.05,1689264,1362306,75.04,1405123,1815392,9731039438.24,410269,163544,9.01,162,757,34.0,24,464,302,474,61.0,1150,39,10,65.0,4,44,33,68,4,320
Banswara,December 2025,140139,139671,301,4510,14164,90859,14465,95369,4751,11122,159355,246162,130722,76,197,840,4509,99141,87905,139223,134965,9840,13918,30242,33142,140139,18,4040,14005,70582,283,470,159,20277,14465,95369,141,325,1,3797,639,4461,3643,1734,326,804,1,1,4751,139671.02,62.52,223400,4039.94,36.73,11000,90858.39,85.31,106500,95368.71,81.16,117500,11121.87,84.9,13100,246161.6,69.54,354000,21.0,93,26,6,4,81,27,131,91,11975,140,106969,11903,99.0,86.43,740864,857228,300392,748312,1048704,90.0,18,16,41,21,,,,2,,12,20,,69,2378,30,485,1101,12607,22035,132201,4471,27220,27706,174891,5702,5143,96,95,64,5143,6166,559,0,0,0,0,15,0,0,15,0,0,60,15,,,42,369.06,66,79.3,16,84.66,22,10,,,,39.46,13,91.11,1276857,1117357,79.73,1142668,1401372,3233171389.99,258704,105410,7.52,223,652,47.0,24,478,255,478,73.0,1000,33,0,66.0,2,40,35,61,5,310
Baran,December 2025,148077,301568,223,5065,14192,83890,14415,88955,5613,8581,168105,399104,115565,15,1104,1927,42483,105343,177663,146135,257981,8380,15447,32412,64871,148077,52,4630,13980,63975,171,435,212,19915,14415,88955,119,217,0,0,1059,6752,4234,1141,201,471,0,0,5613,301567.26,79.65,378624,4629.64,0.0,5000,83890.02,55.97,149880,88954.18,57.43,154880,8580.04,51.7,16596,399101.48,72.55,550100,43.0,106,16,9,12,47,20,46,68,11155,129,78664,9804,88.0,107.58,726231,675032,240782,537892,778674,85.0,17,4,76,28,,,,31,,0,20,,100,472,15,181,524,6650,18776,54257,4945,16883,24360,78443,3756,3061,481,125,0,3061,3297,603,0,0,37.18,1,28,1,0,4,20,4,50,24,,,69,68.2,19,40.31,9,49.97,16,36,,,,98.1,22,90.38,584177,452027,69.94,491974,646340,2759937615.4,154366,43344,6.71,332,777,53.0,25,626,294,626,81.0,1000,37,0,58.0,0,7,7,12,0,260
Barmer,December 2025,222479,234625,461,15130,17605,168012,18066,183142,5118,4958,245663,422725,85639,3,10,318,15004,212039,186142,222158,219611,1922,3163,8197,30306,222479,65,14360,17166,104246,396,770,439,63766,18066,183142,73,115,0,0,1528,2726,3096,444,421,1673,0,0,5118,234625.92,85.38,274813,14359.58,98.97,14509.01,168011.9,87.83,191300.96,183141.88,88.99,205809.97,4957.86,18.37,26989.16,422725.66,83.28,507612.13,32.0,38,11,6,1,45,11,34,52,9630,115,91367,10172,106.0,339.77,2610745,768378,488441,1109750,1598191,53.0,8,3,57,24,,,,25,,1,15,,142,437,15,153,518,8223,27174,160990,5101,27936,32950,197739,961,570,65,76,24,570,1166,182,0,0,0,0,0,0,0,0,0,0,80,0,,,40,95.61,13,107.19,14,108.05,16,14,,,,71.54,11,94.68,1564133,1239868,75.05,1597156,1651949,9697399431.22,54793,94955,5.75,350,691,61.0,25,574,224,574,83.0,1150,40,0,48.0,2,26,23,54,2,250
Bharatpur,December 2025,99356,220818,276,6414,11940,155450,12216,161864,4509,9812,116081,392494,77455,70,2734,999,58462,73994,114955,98287,159622,6277,8500,18016,36167,99356,40,6007,11564,102849,236,407,376,52601,12216,161864,285,557,0,0,1635,6414,2109,1421,479,1386,1,34,4509,220818.18,69.9,315910,6007.3,111.29,5398,155449.36,92.8,167510,161863.75,93.61,172908,9811.93,46.32,21183.08,392493.86,76.96,510001.08,37.0,46,13,1,3,25,13,35,29,12390,131,79689,8354,67.0,71.09,924356,1300199,293681,966411,1260092,27.0,8,1,135,59,,,,68,,0,30,,211,1309,60,857,1006,20316,23320,108404,5804,34815,30401,165701,2142,1911,60,56,2,1911,2334,177,0,0,0,0,21,0,0,21,0,0,60,21,,,216,832.97,153,632.96,144,294.6,52,100,,,,363.25,81,92.06,1420192,1132564,73.41,1184827,1542701,7067187835.4,357874,131272,8.51,323,822,55.0,24,575,252,584,70.0,1000,30,9,74.0,7,40,30,54,9,560
Bhilwara,December 2025,280902,374874,1694,250880,30941,716109,32635,966989,12372,42467,325909,1384330,231941,507,2520,1570,34084,223750,244127,278825,338270,13627,25545,41448,68598,280902,355,248653,28999,384588,1339,2227,1942,331521,32635,966989,482,1114,16,98,3666,27262,6792,5863,1414,3119,2,5011,12372,374874.95,63.67,588800,248652.64,78.5,316750,716108.83,89.68,798550,966988.59,86.7,1115300,42466.77,107.24,39600,1384330.31,79.39,1743700,46.0,71,19,5,8,60,24,52,73,21335,253,176209,14845,70.0,154.3,3372951,2186021,665593,1214103,1879696,70.0,14,5,65,35,,,,16,,3,20,,380,13053,72,1213,4145,70802,62442,1097787,10109,44342,77148,1227197,2965,2538,20,156,28,2538,4516,331,0,0,0,0,35,1,0,0,22,12,90,22,,,36,577.03,49,564.59,40,158.19,13,9,,,,223.43,15,90.99,1497861,1321089,80.25,1340841,1646169,11184019236.74,305328,83642,5.08,351,701,58.0,23,572,221,601,82.0,1150,38,29,71.0,3,37,30,52,7,420
Bikaner,December 2025,299230,828348,1870,57585,39798,546471,41668,604056,14599,60928,355497,1493332,141344,449,12447,3402,257609,245646,448121,295379,558292,19418,27252,30315,82919,299230,213,54683,37973,341453,1657,2902,1825,205018,41668,604056,468,1045,0,0,5059,28156,6908,5527,2163,26200,1,0,14599,828348.44,82.69,1001724.48,54683.24,102.76,53212.55,546471.36,89.03,613826.56,604056.15,90.56,667039.11,60927.47,147.21,41388.36,1493332.06,87.32,1710151.95,33.0,94,16,9,10,55,16,48,74,29870,334,137462,16959,57.0,109.23,2867837,2625540,463973,983377,1447350,69.0,27,14,109,58,,,,24,,3,39,,364,3264,69,893,3277,59316,63935,346807,8924,44677,76569,454957,1388,910,67,80,155,910,1822,321,1492.05,8,8806.32,121,96,25,0,25,39,25,80,64,,,131,699.36,75,388.51,45,415.85,47,49,,,,423.39,43,91.79,1007198,776583,70.77,820596,1097281,6255355497.93,276685,79967,7.29,320,873,52.0,27,613,293,613,70.0,1150,33,0,56.0,3,65,59,117,6,550
Bundi,December 2025,209551,354251,197,3608,21251,89547,21448,93155,6425,6369,237424,453775,187953,18,1693,2139,64091,126560,169573,207394,288467,26493,50756,54341,68138,209551,36,3348,21004,71150,161,260,247,18397,21448,93155,136,255,0,0,861,3959,5230,1841,198,314,0,0,6425,354251.24,75.89,466800,3347.85,57.72,5800,89547.7,90.18,99300,93155.84,88.64,105100,6369.09,73.21,8700,453776.17,78.16,580600,39.0,45,9,5,5,14,16,41,24,11655,136,77147,10326,89.0,107.38,772815,719726,250247,530109,780356,52.0,16,6,67,41,,,,10,,4,31,,149,1175,10,89,533,6654,18139,54810,3700,14522,22531,77250,2596,1770,264,140,82,1770,2692,606,295.55,1,295.55,1,23,0,0,0,23,23,60,23,,,56,136.44,31,81.52,20,108.15,30,17,,,,40.41,13,93.97,574663,470664,76.96,491828,611530,3947722521.8,119702,37746,6.17,395,674,84.0,23,473,78,473,70.0,1150,33,0,65.0,1,17,15,26,1,255
Chittorgarh,December 2025,213847,308146,1485,22948,26721,240395,28206,263343,6465,14500,248518,585989,176946,758,3338,724,21996,166979,206420,212365,282812,10606,20069,34780,56323,213847,99,20630,25978,150937,1386,2318,743,89458,28206,263343,280,599,0,0,1264,8835,3430,1867,1489,2875,2,324,6465,308145.2,61.59,500300,20630.49,77.79,26520,240394.68,93.36,257480,263343.59,92.73,284000,14500.71,90.07,16100,585989.5,73.21,800400,81.0,77,34,1,7,42,34,42,50,16320,191,91009,9544,58.0,105.92,1488663,1405458,354399,707584,1061983,41.0,13,3,131,71,,,,47,,0,32,,326,5148,30,284,1546,20476,35526,133345,7184,30149,44612,189402,1790,1562,44,9,1,1562,3442,213,1000,1,181.96,1,11,5,0,6,0,5,60,6,,,71,358.95,43,183.84,25,215.48,29,24,,,,199.78,23,90.54,772984,674829,79.05,707458,853711,5361812241.74,146253,51965,6.09,344,642,52.0,23,636,292,663,99.0,1150,46,27,64.0,3,25,19,39,4,325
Churu,December 2025,334012,576628,1324,3310,31656,166510,32980,169820,6455,11771,373447,758219,178062,113,2908,581,18748,288843,457762,333318,554972,13218,27226,31257,69984,334012,50,1134,31308,136683,1274,2176,348,29827,32980,169820,326,549,0,0,678,4319,4026,3656,1424,3205,1,42,6455,576627.3,75.64,762300,1134.19,59.69,1900,166510.06,98.12,169700,169819.78,98.96,171600,11771.77,97.29,12100,758218.85,80.15,946000,65.0,89,27,4,3,55,28,43,62,19240,211,100252,12082,63.0,107.95,1432141,1326690,340980,835037,1176017,80.0,99,70,275,114,,,,62,,23,124,,284,2621,43,602,851,12938,34085,113744,8094,38068,43357,167973,3395,1807,288,312,285,1807,3265,903,51.24,1,505.91,2,41,0,0,10,31,0,50,41,,,43,226.99,44,162.23,27,42.66,9,20,,,,140.83,19,93.01,1056848,835591,73.54,788709,1136259,6145598798.53,347550,68311,6.01,313,670,63.0,21,464,151,496,69.0,1000,33,32,70.0,3,53,49,76,4,320
Dausa,December 2025,176169,191189,473,4018,30814,121437,31287,125455,4582,10798,212038,327442,146146,267,1305,9594,10901,124280,129421,166308,178983,10429,15455,31599,34107,176169,42,3307,30534,102593,431,711,280,18844,31287,125455,149,294,0,0,1076,5618,2863,3584,493,1295,1,7,4582,191188.42,70.29,272000,3306.63,59.05,5600,121436.97,84.33,144000,125454.65,83.86,149600,10798.33,85.03,12700,327441.4,75.4,434300,49.0,134,21,17,2,83,36,74,102,13895,157,107141,12863,93.0,84.16,822419,977186,267626,635098,902724,109.0,38,27,228,121,,,,69,,8,35,,235,1283,24,215,927,14413,25454,112203,5364,33709,32004,161823,3318,1929,250,207,537,1929,2781,1021,0,0,0,0,27,0,0,0,25,2,90,25,,,150,311.94,70,205.19,58,138.18,30,49,,,,312.8,74,93.82,934069,762310,76.57,834748,995612,6312341612.08,160864,78525,7.89,111,502,39.0,18,287,176,287,57.0,1150,39,0,74.0,3,51,42,69,4,320
Dholpur,December 2025,41244,61255,192,5085,8413,59940,8605,65025,829,2506,50678,128786,36035,43,531,428,8088,28063,31859,40773,52636,3664,4664,9046,16113,41244,4,4781,8289,41182,188,304,124,18758,8605,65025,102,213,0,0,191,1563,196,146,340,584,0,0,829,61255.08,60.62,101051,4781.04,0.0,2622,59940.1,81.5,73542,65025.4,85.38,76164,2506.17,46.84,5350,128786.65,70.54,182565,38.0,48,10,5,2,23,11,29,30,6065,64,69898,8516,140.0,93.86,459672,489749,124378,443266,567644,165.0,33,4,265,72,,,,160,,0,20,,59,1338,14,169,197,3070,9547,39698,2447,15527,12264,59802,1958,1762,16,53,0,1762,2088,69,0,0,294.34,3,45,1,0,16,22,2,60,38,,,82,215.77,51,144.28,39,104.72,21,51,,,,26.41,10,90.1,775999,580179,67.36,498148,861288,3226946513.57,363140,85935,9.98,70,767,24.0,24,289,219,289,38.0,1150,36,0,91.0,0,10,10,11,0,270
Dungarpur,December 2025,103838,93506,245,4271,14354,63621,14599,67892,2234,5589,120671,166987,94265,43,109,990,2297,68301,46273,102805,91100,5345,9842,29159,34985,103838,19,3850,14224,50027,226,421,130,13594,14599,67892,108,248,0,0,525,3954,1341,910,260,477,0,0,2234,93506.68,61.97,150900,3849.9,64.17,6000,63621.19,80.43,79100,67891.65,79.78,85100,5590.23,15.27,36600,166988.56,61.26,272600,12.0,93,11,7,6,172,11,93,185,10370,119,89083,9195,89.0,62.09,508997,819763,283384,583140,866524,132.0,41,22,149,73,,,,35,,9,31,,37,337,13,160,778,9464,14906,63525,4367,23863,20101,97349,5126,4321,190,300,211,4321,4111,711,0,0,0,0,15,0,1,10,0,4,50,11,,,50,94.3,17,19.99,6,191.73,33,10,,,,54.04,11,93.33,890845,803473,84.18,912093,954470,4853637486.39,42377,38899,4.08,473,624,68.0,20,692,219,693,111.0,1000,33,1,53.0,0,9,9,17,0,320
Ganganagar,December 2025,336705,1079102,4299,47928,35210,486152,39509,534080,15840,37588,392054,1650770,258256,325,8238,4104,169131,262264,710675,332276,901733,15409,28221,54603,162837,336705,324,41071,33744,335118,3975,6857,1466,151034,39509,534080,579,1559,0,0,3903,19988,6084,5193,5271,10835,3,13,15840,1079101.51,79.71,1353800,41070.63,46.51,88300,486151.12,77.72,625500,534078.39,74.82,713800,37588.95,132.36,28400,1650768.85,78.76,2096000,34.0,95,23,4,4,81,23,68,89,29310,333,156903,18966,65.0,144.32,2796938,1937983,378325,996197,1374522,49.0,29,23,66,29,,,,8,,9,59,,1611,17090,122,1753,2897,45570,60488,297208,9865,44069,74983,405690,2561,1627,187,6,0,1627,3128,489,1080.26,13,3413.15,27,476,118,35,33,250,118,150,318,,,38,731.97,97,509.45,65,77,10,7,,,,304.18,23,92.72,857243,652690,70.6,738712,924513,4459163169.18,185801,89104,9.64,179,391,56.0,16,318,139,318,81.0,1000,33,0,51.0,0,36,36,71,0,320
Hanumangarh,December 2025,387754,950306,2131,11642,23152,257336,25283,268978,11244,21206,424281,1240490,262585,332,4432,5105,68274,325895,733663,382317,877600,14460,23727,41962,120210,387754,92,7442,22415,194268,2039,4200,737,63068,25283,268978,347,757,0,0,2596,10040,5293,4197,3007,6207,1,5,11244,950305.67,79.07,1201892.88,7441.71,33.32,22334.8,257335.25,88.13,291986.66,268976.47,85.57,314321.46,21205.29,76.37,27765,1240487.43,80.34,1543979.34,50.0,57,24,0,4,48,24,48,52,21335,243,127416,16862,79.0,186.19,2090827,1122949,341841,843595,1185436,9.0,6,6,24,5,,,,13,,0,66,,1285,12490,62,850,1737,23371,36199,141180,6073,27693,45356,205584,3710,2452,172,90,217,2452,2950,750,6842,17,3110.7,28,258,38,1,77,129,38,80,207,,,104,473.74,66,163.36,27,286.87,40,44,,,,205.21,29,91.08,846246,658729,70.89,742150,929169,4610775935.02,187019,85735,9.23,386,884,60.0,27,640,254,640,72.0,1150,36,0,45.0,0,17,15,38,1,310
Jaipur,December 2025,593052,1331676,10390,1365508,119671,4819505,130061,6185013,69956,342245,793069,7858934,469875,412,20000,6810,516009,398220,472468,585830,795667,33977,65072,153633,258127,593052,3968,1320900,103939,2594106,6422,44608,15732,2225399,130061,6185013,4949,12218,39,1869,36302,254872,20969,21810,7657,49272,40,2204,69956,1331676.63,80.85,1647100,1320899.61,61.42,2150700,4819504.98,90.7,5313600,6185012.11,82.86,7464300,342245.25,71.51,478600,7858933.99,81.95,9590000,115.0,367,147,9,12,285,159,138,306,103275,1211,484543,56984,55.0,101.55,24316814,23944819,1381582,3086825,4468407,123.0,49,34,182,93,,,,40,,14,40,,2379,649508,1099,17775,26549,764181,535304,5581344,78893,369161,644224,7381969,3419,3217,147,55,0,3217,3754,202,600,2,1797.68,17,196,1,0,54,141,1,490,195,,,1,0,0,0,0,0,0,0,,,,13.16,1,91.77,2924777,2525766,79.25,1731925,3187120,24056234311.44,1455195,250485,7.86,353,775,60.0,28,585,232,592,75.0,1000,33,7,70.0,14,184,162,262,20,680
Jaisalmer,December 2025,115810,171849,124,2059,4590,71781,4714,73840,2584,3673,123108,249362,37996,230,1187,9679,6090,87089,136605,105901,164572,2485,3940,16327,24027,115810,7,1856,4420,43108,117,203,170,28673,4714,73840,40,88,0,0,227,1560,2196,310,121,1715,0,0,2584,171850,85.47,201070,1856.06,0.0,0,71780.36,102.79,69829,73839.08,105.74,69829,3674,140.93,2607,249363.08,91.17,273506,25.0,27,3,3,0,18,3,12,21,6930,73,29923,3616,52.0,145.68,593926,407690,129101,266564,395665,60.0,12,5,61,29,,,,20,,1,20,,36,823,7,89,431,7036,18354,77955,3810,13124,22638,99027,402,154,0,28,155,154,468,186,1837.86,87,3161.99,203,0,0,0,0,0,0,80,0,,,64,132.9,22,80.36,9,123.33,49,9,,,,58.43,7,92.39,297819,229355,71.15,300230,322357,2072687405.78,22127,21927,6.8,264,541,69.0,24,380,116,380,70.0,1150,40,0,70.0,2,19,17,27,2,300
Jalore,December 2025,220764,241535,244,6870,12995,113765,13239,120635,3658,5412,237661,367582,118241,52,104,3830,9360,191682,201367,216882,232071,3492,4013,21708,26691,220764,33,6519,12709,93771,211,351,286,19994,13239,120635,82,175,0,0,1147,3696,2196,1152,233,389,0,0,3658,241534.76,68.46,352819.3,6519.04,135.9,4797,113764.63,82.23,138345,120634.93,84.28,143142,5411.48,51.6,10487.4,367581.17,72.58,506448.7,63.0,71,28,4,2,20,32,51,26,13265,143,86245,10846,82.0,87.82,735373,837357,313230,649715,962945,85.0,17,16,38,9,,,,12,,11,20,,96,516,9,159,709,10102,20574,71136,3512,16376,24900,98289,364,203,16,0,14,203,637,79,370.5,1,370.49,1,58,1,25,25,2,1,60,52,,,36,237.66,36,192.56,24,13.71,4,19,,,,90.03,13,93.34,1039445,659765,59.24,1032896,1113627,7330359892.8,80731,74825,6.72,329,835,54.0,27,610,281,610,73.0,1150,41,0,87.0,7,68,59,78,8,300
Jhalawar,December 2025,258062,334924,363,1910,18880,101264,19243,103174,4020,5448,281325,443546,184246,64,249,2428,18939,205489,234222,255570,315736,5741,9443,44340,72071,258062,13,1309,18532,76821,350,601,348,24443,19243,103174,176,314,0,0,547,2921,2912,984,385,1229,0,0,4020,334923.26,70.42,475624.35,1309.4,19.26,6800,101263.39,107.38,94300.5,103173.94,102.05,101100.5,5448.46,61.91,8800.35,443545.66,75.75,585525.2,90.0,83,26,16,4,2,36,40,22,10820,129,88391,9703,90.0,130.08,874452,672222,229652,581384,811036,60.0,12,3,145,61,,,,72,,0,20,,217,1195,16,182,460,5420,21178,78921,4615,20215,26486,105933,2890,2006,0,304,20,2006,3224,367,0,0,0,0,60,7,0,9,14,7,60,23,,,136,280.51,40,161.46,32,166.49,47,73,,,,95.35,21,88.72,795990,665557,74.18,698086,897199,2853587281.56,199113,71227,7.94,401,760,57.0,24,699,298,699,92.0,1000,30,0,82.0,2,42,38,51,2,325
Jhunjhunu,December 2025,352664,585189,1971,7468,31795,230344,33766,237812,8674,19854,395104,842855,237345,153,1156,3608,18354,244081,389254,348903,565679,45186,73080,59636,103345,352664,95,4279,31336,185814,1876,3189,459,44530,33766,237812,965,2329,0,0,1076,5494,4551,7725,2081,4242,1,64,8674,585188.7,83.84,698000,4279.29,47.28,9050,230344.37,102.76,224150,237812.63,101.98,233200,19854.46,84.49,23500,842855.79,88.28,954700,68.0,73,17,4,6,41,25,37,51,24060,269,157512,17594,73.0,81.82,1651760,2018717,444938,1057357,1502295,160.0,149,113,171,11,,,,11,,66,93,,159,5005,471,2533,872,16357,72935,212068,18783,77435,93220,313398,3259,2238,305,138,82,2238,2991,576,0,0,0,0,115,3,0,35,77,3,60,112,,,162,527.53,114,229.58,50,210.2,58,40,,,,255.78,70,91.78,924416,788859,78.33,764860,1007155,6258606045.65,242295,55406,5.5,209,606,48.0,21,437,228,437,72.0,1000,30,0,74.0,20,84,53,114,30,320
